专家id,专家账号,专家姓名,职称,单位,一级学科,二级学科,三级学科,研究方向,论文,项目,知识产权,奖项,其他成果,已对接需求,团队id,category_id
11727,2035601,关新元,教授,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,肿瘤微环境及转移,24994、30634、32137、40129,9485,,,,,3427,51
11728,203562,廖丹,副研究员（自然科学）,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,肿瘤转移与免疫微环境的表观调控机制的研究,36、24994、26684、28742、35731、35825,7585,,,,,7493,51
11729,203547,徐骋,主治医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,鼻咽癌,571、779、14902、28486、31371,6023,,,,,66,51
11730,203563,曹雨露,副研究员（自然科学）,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,线粒体膜塑形；生物大分子结构生物学,29565、39839,5871,4245,,,,5609,51
11731,203536,杨安力,主治医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,外科学（含：普外、骨外、泌尿外、胸心外、神外、整形、烧伤、野战外）,2479、30744、30745,3886、7368、8117、10128,,,,,1467,51
11732,203545,林丽,主治医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,肿瘤学,314、549、685、693、779、15296、26975、35349,2082、8666、8667、10151,171、4741,,,4135,66,51
11733,203540,白坤昊,主治医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,内科学（含：心血管病、血液病、呼吸系病、消化系病、内分泌与代谢病、肾病、风湿病、传染病）,146、26660,4534、9587,,,,,214,51
11734,206716,邓创忠,医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,骨肿瘤,30444,6055、7611、8115,,,,,16,51
11735,205001,周凤,主治医师,附属第五医院,,,,临床医学,,,,,,,7677,51
11736,213628,张俊,主管技师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,肿瘤放射物理学,15038、15162、30496、34111、38462、38882、46272,,4747,,,,1449,51
11737,205286,张郡主,主管护师,附属第五医院,,,,护理学,,,,,,,7678,51
11738,206957,李媛媛,助理研究员（高教系列）,孙逸仙纪念医院,,,,心身疾病的交互作用机制,11623、22462、22463,,2426,,730,,5305,51
11739,192098,曹春伟,副研究员,孙逸仙纪念医院,,,,生殖遗传学,3219、3220、3221、3222、3546、3554、3576、7105、7106、7107、7108、7109,6475、9484、9874、50972,,,,,2139,51
11740,164387,钟文秀,会计员,附属第六医院,,,,无,,,,,,,7679,51
11741,170070,徐培,教授,医学院,生物学,病毒学,分子病毒学,人类疱疹病毒,1405、1436、1570、1571、3082、20993,161、3005、3220、5653、13040、14067、14104、51639,,,,4404,6733,51
11742,815398,张婷婷,主管护师,附属第一医院,,,,儿科二科,,21612、22782、29083、40111,,,,,7680,51
11743,860402,郭朱明,教授,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,肿瘤学,,无,13649、37300,26138、30622、30654、34177、34304、36374、38648、38655、39070、40134、40785、42340、42459、45028、45030、46138、47544、48430、48442,,,,,1733,51
11744,102501,梁晓松,研究实习员（高教系列）,中山眼科中心,,,,无,,14804、20653、38588、50853,,,,,7681,51
11745,812627,岳殿超,副主任医师,附属第一医院,,,,核医学科,,17728、33760、37423、38807、42562、45460,,,,,7682,51
11746,080081,何春,教授,环境科学与工程学院,环境科学技术及资源科学技术,环境工程学,环境保护工程,污染控制工程,7925、8628、8629、8630、8631、8632、8633、8634、8636、8637、8638、8639、8640、8641、8642、8643、8644、8646、8647、8648、8649、8650、8652、8653、8654、8656、8657、8658、8659、8661、8662、8663、8673、9749、22660、22661、22669、22948、22949、22950、31563、42357、43873、43875,996、9122、9482、14374、15856、18805、19746、20610、21399、21557、21740、22416、22847、23221、27715、28525、29949、30194、30522、32726、34621、34659、37305、37825、38456、39750、49441、49490、49683、49984、50109、50252,580、581、584、907、908、1592、2844、2845、2846、4453、4491,1287、1310、1315、1335、1336、1337、2546、5468、8997,,,2525,87、86
11747,004819,吴向军,副教授,计算机学院（软件学院）,,,,软件,,28981、30257、31290、33274、37051、38374、41807、42235、43100、43153、47198、47417、47441、47724、47733、47787、47893、48085、48102、48207、48214、48218、48272、48579、48653、48704、48710、49047,1403,,,,7683,34、35
11748,155517,魏雅茹,讲师（高校）,附属口腔医院,,,,无,,,,,,,7684,51
11749,081039,刘烈华,主治医师,附属第一医院,,,,内分泌内科,30451,634、770、13519、13546、14092、18969、20296、21926、22192、22787、26256、26918、28050、28062、29075、34464、35985、36192、36270、38086、39185、42569,,,,,1733,51
11750,200157,林存刚,副教授,土木工程学院,土木建筑工程,土木建筑工程其他学科 ,,岩土工程，盾构隧道，土与结构相互作用，水土耦合分析,1168、1169、1170、1171、1172,277、2667、2679、3193、3242、5153、16748、49406、49646、49676,2331、2522、2523、3801,2401,378,3388、4547、4716、5169,5980,79、82、80
11751,170293,李正珂,副教授,材料科学与工程学院,,,,有机光电材料,743、745、906、907、908、909、1577、1578、3118、15381、15382、16110、16112、16114、16115、16116、16117、16118、16119、16123、17566、18531、19270、19271、19272、19286、19288、19363、23450、23767、26804、30508、40749,266、4695、7213,,,,,2683,20
11752,170208,王旭升,副教授,药学院（深圳）,,,,干细胞与器官再生,9540、14770、16363、22575、22881、27312,6879、8557、9848、11948、51267、51518,626,1836,,3151、4178、4644、4863,4610,45
11753,814206,陈求刚,副主任技师,附属第一医院,,,,医学检验科,,15019、28015、30427、36164、39128、42367、43721、43744,,,,,7685,51
11754,821145,何惠燕,副主任护师,孙逸仙纪念医院,,,,无,,1901,,,,,7686,51
11755,121086,李雯雯,研究实习员,附属第一医院,,,,动物实验中心,3268、3269、3270、3306、3435、24533、24565、24567、28627、31810、32542、32951、34262、34271、34313,2267、22193、22209、23378、25448、51813、52002,,3178、3840、4907、5792、5884,,,1303,51
11756,060184,章卫华,教授,环境科学与工程学院,环境科学技术及资源科学技术,环境工程学,环境工程学其他学科,土壤污染修复，固体废物资源化,2638、5931、5932、5933、5934、14316、14317、14318、16579、26986、28473、30200、30877、31082、31282、36969、37289、38004、38162、38656、39694、43085,996、1208、3651、9482、10774、10917、13073、13109、13572、14663、15610、15636、20671、21462、24091、29390、29942、30121、30847、31946、32409、33523、36468、40013、41565、42242、43424、49903、50708、51783、52177,912、1687、1837、2956、3916、4735、5124、5158、5797、5913、6400、6421、6542,489、1005、2899、2900、4370、5718、6565、6708、7145、9284,922,1440、1464、1483、1784、2193、2204、2497、2528,5677,86、87
11757,815755,廖燕桃,主管护师,附属第一医院,,,,神经外科二区,,,,,,,7687,51
11758,831036,康庄,主任技师,附属第三医院,,,,无,,681、8230、16160、19994、25998、29850、30367、30661、33120、33697、34227、34279、35399、35406、36207、37368、38715、38724、38731、39040、39825、40594、40608、41054、41058、41660、42089、42397、42398、42662、43767、43979、44267、44289、44296、44985、45180,,,,,7688,51
11759,072006,梁安靖,副教授,孙逸仙纪念医院,,,,无,45、185、14849、29834,10371、14446、23363、25393、27962、28035、30105、30403、31129、32851、33645、33663、33664、35928、36577、38108、38209、38872、39372、39889、42182、42186、43772、44307、44313、44930、45192、45479,,4196,,,3644,51
11760,160027,刘进,教授,物理学院,物理学,光学,非线性光学,半导体微纳量子结构光量子器件研究,106、14961、20867、20898、22564、23512、23596、23669、23674、23717、24427、28440、36387、36586、36767、36959、39238、39821、43252,953、957、2160、9091、10098、10638、12571、13044、13069、13310、14148、14578、15667、15870、16762、17193、19252,2006,7737、8513,,2353,3869,27
11761,830113,周汉建,主任医师,附属第三医院,,,,无,43109,34263、38718,,,,,208,51
11762,815690,唐丽萍,主管护师,附属第一医院,,,,肝外科,,,,,,,7689,51
11763,815693,陈冬连,主管护师,附属第一医院,,,,胃肠外科二科,,,,,,,7690,51
11764,072023,孙健,副主任医师,孙逸仙纪念医院,,,,无,684,5312、7711、20100、27552、27606、27980,,,,,1700,51
11765,070184,陈诗诗,讲师（高校）,人文社会科学处,,,,,,7068、10159、12553、14633、14651、14815、23715、29442、29443、34706、41922、41966,,1759、7847,,,7691,144
11766,081913,俞建兴,主治医师,附属第一医院,,,,特需医疗美容中心,,22630、24351、30638、40810、42386、43508、44242,,,,,7692,51
11767,113103,王巧缘,主治医师,附属第三医院,,,,无,,31091,,,,,7693,51
11768,815908,谢小兰,主管护师,附属第一医院,,,,神经三科（神经功能专科）,,1886、37007,,,,,7694,51
11769,815371,苏月焦,主管护师,附属第一医院,,,,手术麻醉中心,,,,,,,7695,51
11770,101040,张丹,主治医师,附属第一医院,,,,生殖医学中心,,9467、11868、14712、39808,,,,,7696,51
11771,190038,王佳力,副教授,生物医学工程学院,生物学,细胞生物学,细胞生物学其他学科,,7242、16355、30525、37499、38301,3711、9474、11080、11334、15559,1038,,,3203、3960、4030、5358,5504,143
11772,200385,纪龙,副教授,物理与天文学院,,,,高能天体物理,381,6183,,,,,6646,138
11773,200244,吴亿锋,副教授,电子与通信工程学院,,,,,12384、12385、12386、17159,5975,,,,,6614,30
11774,200297,李孟棠,讲师（高校）,智能工程学院,,,,机器人控制，飞行器控制,45165、45167、45169、46571,2582、5537,3392、3431、3432、3433、3435、3436、3443,1525、1708、3044,,5024、5092,6589,58
11775,050096,许凌,馆员（档案）,哲学系--马克思主义哲学与中国现代化研究所,,,,档案资料管理,,,,3833、4555、5278、5977,,,7697,130
11776,040071,梁广寒,副教授,新闻传播学院,,,,新媒体传播，国际传播,26002、26005、28903、45804,7011、7023、24685、29160、31872、32998、33207、34601、35127、35708、35806、35845、39425、41251、41924、44602、51811、52262,,,,,7698,126
11777,130312,李海涛,教授,信息管理学院,图书馆、情报与文献学,档案学,档案管理学,档案管理 政府信息资源管理,4402、4403、4406、4409、4410、4431、46693,12337、12822、13228、13458、17038、17961、18605、20974、24084、26167、28832、28833、28851、29265、29981、30185、30186、31414、31465、32114、33056,,,833,2944、3220、3558、3626、3989、4836,229,130
11778,123735,张丹丹,助理研究员,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,27384、29036、39498,11901、23027、25517、27868,,,,,1449,51
11779,121008,吴洁丽,主管护师,附属第一医院,,,,咽喉专科,31097,,,,,,1733,51
11780,030098,黎茵,副教授,生命科学学院,,,,植物生理与分子生物学,18234、18451、40649、41380、42277、42280、43711、44119,1286、8464、9479、21870、29945、30825、30907、31381、32138、32704、33472、33572、34690、35451、35486、38007、38438、40974、42860、43340、43663、44657、44672、46047、46552、46618、46905、47253、47769、49369,409、413、414,,,,1183,114
11781,019608,颜君,教授,护理学院,临床医学,护理学,专科护理学,慢病照护,102、6003、6004、6005、6006、6007、6008、6009、6010、6011、6012、6013、6014、6015、6016、6017、6018、6019、6020、6021、6022、6023、17288、24778、24789、25135、25536、25629、26384、26567、27264、28231、28314、28328、29266、30327、32563、33352、33379、33626、33734、33745、34446、34471、34489、34841、34997、35160、35198、35199、35242、35244、35735、36241、36242、38508、39704、39718、40353、41185、41203,3594、11975、22792、23467、29085、29875、30302、38171、39048、41880、42039、45159、49426、49479、49877、50311、50625、50647、51626、51830、52356、52378、52507、52540,,975、2875、2891、2897、2898,921、1666、1818、2060、2087、2230,,7699,52
11782,190126,雷冰,副教授,化学工程与技术学院,材料科学,材料失效与保护(包括材料腐蚀、磨损、老化、断裂及其控制等),,海洋腐蚀与防护,8830、8831、13881、15599、15600、16104、22974、23028、23047、23092、29429、35583、36412、45408、45409、45410,2809、3235、5078、7337、8317、9692、9987、10907、50064、51216、51653,1782、2026、4482、4506、4934、4966、5249、5654、5809、5934、5993、6100、6223,1786,,2943、3556、4454、4669、4683,6596,74
11783,200584,张怀宝,副教授,航空航天学院,,,,计算流体力学、空气动力学,11343、16199、16200、23184、23185、31732、36495、38920、43974、45171,180、5450,259、3222,6758,,1630、1929、2018、4818,7700,70
11784,153573,王红梅,研究实习员,肿瘤防治中心（肿瘤医院、肿瘤研究所）,临床医学,肿瘤学,实验肿瘤学,无,,,,,,,7701,51
11785,810503,李绮薇,主管护师,附属第一医院,,,,护理部,,20922,,,,,7702,51
11786,133807,叶云林,主治医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,22549、22551、41630,9821、20179,,,,,3770,51
11787,130219,夏循祥,副教授,社会学与人类学学院,社会学,社会人类学,,政治人类学,31419、32218、35055、37366,1131、2920、3401、12361、12717、13554、15967、17222、18529、18675、20616、22918、25078、26486、27398、28684、28773、28934、29611、30041、31839、31898、31899、32594、32871、33069、33161、33226,,6176、6899,903,,7703,123
11788,880126,廖旭辉,讲师（高校）,附属口腔医院,,,,无,,28602,,,,,7704,51
11789,860281,劳向明,主任医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,肿瘤学,,无,11108、25716、27215、29556、29843,135、2383、13311、16242、19136、22859、26251、30331、31004、32520、37395、38609、41636、42167、42641、44208、44342,,,,,4652,51
11790,119116,毛静,助教（高校）,新闻传播学院,,,,,,,,208、290、291、4078、5093、6610,,,7705,126
11791,043512,崔伯康,副主任医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,,36961、38168、44208,,,,,7706,51
11792,190523,金寿恒,副教授,生命科学学院,,,,细胞自噬和固有免疫,14838、14843、14851、16419、16512、16523、16670、16676、24962、26640、26953、28130、37466、37544、38860、39079、40060、41368,2750、6357、12149、13841、14389、16533,,,,3263,3328,44
11793,190507,李道传,副教授,公共卫生学院,预防医学与公共卫生学,毒理学,,化学致癌的表观遗传调控机制,1、2、5、15228、16214、19558、22653、22733、22734、22735、22736、22737、22738、25947、26321、26651、27148、27214、29131、29542、30180、31074、31470、31728、32715、32750、32973、34932、35939、36472、37613、38487、38596、38686、39753、40439、40856、41324、45732,438、2403、2873、6689、7833、9463、12309、13880、19156、49940、51723,1249、4049,,1615,,7362,90
11794,200309,张淏酥,副教授,海洋工程与技术学院,,,,,2178、9872,2690、4598、6657、7119,2721,,,3936、4423,6014,141
11795,210555,高俊,副教授,旅游学院,,,,边境旅游、遗产旅游、可持续旅游发展,1468、1598、1599、1600、1604、1606、21277、24306、24676、24818、25373、27765、27846、29829、29881、30538、30886、31565、36552、36795,12122,,,1064,1973、2218、2856、4970,7707,131
11796,203525,姜辰,医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,临床检验诊断学,32,311、7362,,,,,3328,51
11797,020149,李熙莹,教授,智能工程学院,交通运输工程,交通运输工程其他学科 ,,视频图像交通信息感知认知、视频大数据及工程应用,3824、3825、3826、3828、10565、19083、19517、23215、24149、24168、24709、25081、26366、26845、27776、30765、32548、32588、32644、32816、32850、32962、33380、34241、34352、36121、36857、38268、38488、38594、39536、39537、41816、42128、43266、44131、45940、45944、46098、46148、46280、46347、46379、46426、46567,1024、1743、4988、9650、10193、10801、12655、13402、13449、14579、15302、15305、15656、17914、17915、17940、18047、18082、18352、20613、20965、21327、21517、21755、21836、22677、22877、22979、23483、23813、24090、24690、27396、28491、29152、29196、29757、30596、32217、32231、32508、32583、33018、33361、33478、33900、33904、34385、35840、37492、37509、37800、40940、43207、43422、43475、45621、46495、46517、46817、47289、50875、50907、50946、51846、51909、52304,288、439、1303、3417、3879、3883、3946、4012、4083、4123、4181、4186、4200、4277、4279、4306、4383、4633、4759、4843、4857、4963、5091、5134、5173、5176、5283、5479、5538、5621、5741、5767、5775、5801、5834、5954、5971、5999、6487、6543,1083、1084、1085、2433、3332、4858、5587、7089、8363,1196,5、807、876、1518、1540、1921、1923、2508、3488、3847、4216、4962,2969,77、75、82
11798,040132,王琅,研究实习员（高教系列）,产业集团,,,,,,13589,,809,,,7708,146
11799,063035,梁朝峰,主治医师,附属第三医院,,,,无,16783,5201、7654、13188、23416、23888、23893、25256、25433、26000、28704、29043、29682、29886、30349、30740、34275、35576、35611、38820、42475、43524、44278,,,,,6028,51
11800,083133,祖晨曦,研究实习员（高教系列）,附属第三医院,,,,无,2968,16951、30358、52164,,3251,,,803,51
11801,085545,郭文凤,会计员,附属第五医院,,,,无,,,,,,,7709,51
11802,190099,王本斐,副教授,智能工程学院,,,,电力电子系统及其控制,3832、18976、19134、19135、19940、19958、20286、20301、20677、41802、43947,3292、3841、4514、6713、7487、7495、8140、8624、9640、9946、10939、12770、50327、51292、51579,4544,3329,,2418、4450、5382,2969,58
11803,210123,唐扬,讲师（高校）,马克思主义学院,,,,中国政治,,,,,,,7710,121、120
11804,150202,邓杰,讲师（高校）,国际翻译学院,语言学,,,语言学,23692、23694、23774、23813,,,,64,,7711,124
11805,020170,郑利民,教授,生命科学学院,临床医学,肿瘤学,肿瘤免疫学,细胞免疫学,2871、10439、10931、10932、10952、11108、11109、11110、11111、15155、15158、16947、16948、16953、24489、24694、25716、26218、26636、26707、27215、29394、29556、29835、29843、30594、37458、39892、41980、43358、43466、43908,600、1999、2324、3825、5786、7157、8067、12500、12978、13062、13153、15094、15761、16682、16774、16903、17006、17177、18854、19344、19866、19934、21163、21757、22669、23612、24290、24371、26067、26421、26982、28210、28508、30915、32268、32477、33110、34595、35194、35303、36007、36748、37499、37927、39496、40422、41466、41620、41832、42635、43233、44207、44881、45221、45570、45697、46117、46122、46277、46510、46566、46608、46783、50429、52453,2000、4237、4289、6433,651、794、2938、2939、3772、5883、6920、7418、7885、8588、9001、9296、9411,,529、1434,7712,44
11806,815797,詹玉云,主管护师,附属第一医院,,,,针灸科,,,,,,,7713,51
11807,101111,何伟鹏,主治医师,附属第一医院,,,,妇科,,10588、12543、30429、31176、35604,,,,,7714,51
11808,061052,郭俊兵,副主任医师,附属第一医院,,,,口内修复科,,14684、24010、24855、25301、28047、32752、33708、36393、38680、42696、44248、44254、44955,,,,,7715,51
11809,092025,王晓艺,主治医师,孙逸仙纪念医院,,,,无,14156、16453、24303,790、20857、23358、23360、25385、26085、27558、27967、27988、29889,,,,,4265,51
11810,815317,蒋月云,主管护师,附属第一医院,,,,药物临床试验机构,,39394、52107,,,,,7716,51
11811,095679,欧小梅,会计员,附属第五医院,,,,无,,,,,,,7717,51
11812,160216,杨帆,副教授,地理科学与规划学院,,,,经济地理学,13264、17760、17917、24064、24575、25319、25844、26955、34201、34345、36342、43315、43328,13267、14152、14331、28154,,,1272,1588、1694、2417、3060、5151,2273,139
11813,190051,厉子剑,副教授,公共卫生学院（深圳）,,,,公共卫生健康风险和环境污染评估及防控,1264、3043、3044、3045、3046、3047、3048、3049、3050、3051、3052、3053、16183、16184、16837、16838、16839、16840、16841、16842、16843、16844、16845、16846、16847、16848、16849、16850、16851、17059、17116、17142、17720、25056、31394、38056、38063、38272、40640、40713、40773,5693、5965、49463,,,,,6733,109、111、87
11814,121100,李咏雪,主管技师,附属第一医院,,,,康复医学科,614,26460,,,,,1700,51
11815,112025,黄卓珊,主治医师,孙逸仙纪念医院,,,,无,30532,1903、5297,,,,,981,51
11816,144217,王小琳,助理研究员,附属第六医院,,,,无,498、2783、13573、24925、25678、29654、30481,2743、9481、13450、14995、16165、16239、18309、19142、19203、20211、20528、22255,6127,,,,3502,51
11817,080077,刘军民,教授,材料科学与工程学院,,物理化学,,材料化学,3158、3160、12461、19359、19360、19362、22218、22219、22220、22221、23557、26861、27072、28707、29844、31334、39399、41218、41325,454、455、3750、5135、11315、11481、12186、12964、17062、17342、21768、22327、22801、27740、30965、32411、32447、35502、35622、37107、37298、39953、49733、49766、49859、52405,650、651、4496、4896,,,,1570,62、90
11818,872077,关天芹,主管技师,中山眼科中心,,,,无,,34446、36145,,,,,7718,51
11819,142023,黄佳,主治医师,孙逸仙纪念医院,,,,无,,704、10560、18133,,,,,7719,51
11820,850747,张茹,主管护师,附属第五医院,,,,无,,,,,,,7720,51
11821,150177,齐志新,副教授,地理科学与规划学院,地球科学,地理学,地理学其他学科,遥感与地理信息系统,17071、17429、21107、21113、21125、22391、24235、28739、29793、31265、34116、36652、38641、40286、40294、43349、43351、45063、46107,350、4596、9427、10135、10744、11469、12495、13267、14290、14376、15975、15978、18650、19383、19462、19479、19895、20480、21140、21247、51702,342、1540、1542、1544、1548、1549、1550、4997、5095、6505,663、4792,,2531、3754、3856、3862、4673,4631,139
11822,830067,刘凌云,副主任护师,附属第三医院,,,,无,,,,,,,7721,51
11823,871097,张秀兰,教授,中山眼科中心,临床医学,眼科学,,,34、158、254、3398、22648、43093,132、661、7466、7573、8742、8946、9476、15182、17413、18344、19168、23015、23149、25475、26145、26249、27569、27929、30067、33852、33983、34429、35722、37363、39900、40439、41237、41492、42498、43287、44333、45317、45374、45907、48438、48459,,,,,447,51
11824,815114,许燕莉,副主任护师,附属第一医院,,,,护理部,,45157,,,,,7722,51
11825,153525,王晓慧,医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,,7626、15024,,,,,7723,51
11826,822144,刘晓强,副主任技师,孙逸仙纪念医院,,,,无,,22057、26127、30659、33655,,,,,7724,51
11827,812440,陈雄辉,副教授,附属第一医院,,,,肾内科三区,388、12332、14802,9478、41234、42143,,,,,2144,51
11828,121151,王双,主治医师,附属第一医院,,,,风湿免疫科,607、608、16516、29727,16423、18932、18979、20299、20327、23833、23999、25644,,,,,1733,51
11829,830518,万桂芳,副主任技师,附属第三医院,,,,无,26643、28446、46030,19084、22549、25408、25664、27663、28101、31476、33698、36203、36559、38724、42661,,,,,797,51
11830,040106,林丽,馆员（图书）,图书馆,,,,图书馆学基础,,31837、46995、47137,,3215,,,7725,147
11831,871157,钟毅敏,副教授,中山眼科中心,,,,无,162、37399,105、2316、18476、19162、23042、26145、26249、27422、28650、29025、29649、30340、30645、31055、32894、33987、33988、36763、36806、38869、39354、39355、40143、41237、42353、42647,,,,,2658,51
11832,830743,宁方芹,副研究员（高教系列）,附属第三医院,,,,无,2636,42394、42657、42660、43764、44279,,,,,3112,51
11833,850905,周肖芬,主管护师,附属第五医院,,,,无,,,,,,,7726,51
11834,821243,肖秀红,副主任医师,孙逸仙纪念医院,,,,无,,547、554、33647、36631、39161,,,,,7727,51
11835,850927,郑楚娜,主管技师,附属第五医院,,,,无,,17422,,,,,7728,51
11836,820912,梁艳仪,主管护师,孙逸仙纪念医院,,,,无,,44347,,,,,7729,51
11837,190167,林沛元,副教授,土木工程学院,土木建筑工程,市政工程,城市系统工程,岩土工程,5616、5617、5618、5619、5620、5621、5622、5623、5624、5625、5626、5627、5629、5630、5631、5633、5636、5637、5644、5645、5655、5656、5657、5658、5659、5661、9727、9728、9729、9730、9731、9732、9733、9734、9735、9736、9737、9738、9739、9740、9741、9742、9743、9744、9745、9746、9747、14565、14601、16286、32178,146、457、2571、2679、2949、3209、3252、3279、4474、5459、7121、7298、7932、8077、9127、9608、10671、10915、49646、50007、51204,932、933、2523、2678、2679、2680、2681、2682、2683、2684、2685、2686、2687、5515,451、687、2590、2591、2592、2593、9117,814、815,2817、3133、3460、3466、3472、3492、4007、4547、4808、5169,5980,79、82、80
11838,060125,宋亮,教授,数学学院,数学,函数论,调和分析,调和分析,4138、22078、22993、23033、23060、25384、25590、28970、30469、31270、31925、32770、40225,2994、8418、9265、18864、19487、25186、26530、32302、34390、37620、37678、37781、38485、43416、49657,,966、2449、4798、6982,,,2784,136
11839,111024,陈斌,主治医师,附属第一医院,,,,肝外科,,7420、7763、10225、16976、18930、22987,,,,,7730,51
11840,071430,乔光琼,主管护师,附属第一医院,,,,中山医科大学洗涤中心,,,,,,,7731,51
11841,050125,张珊珊,馆员,图书馆,,,,,28378、33773、34436、34442、35139、44120、45883,32338、33409,,,1365,,7732,147
11842,094031,李宏,主治医师,附属第六医院,,,,无,,14665、16968、36381、36940、39330、39864,,,,,7733,51
11843,145303,杨思敏,医师,附属第五医院,,,,无,,7646,,,,,7734,51
11844,830455,徐启桓,主任医师,附属第三医院,,,,无,,9472、16835、22904、31757、32815、34085、38730、40322、40589、40605、41231、41490,,,,,7735,51
11845,851009,李铁,主管护师,附属第五医院,,,,无,,,,,,,7736,51
11846,020162,陶海燕,副教授,地理科学与规划学院,,,计算机图形学,地理模拟，时空数据挖掘，健康地理,1159、1661、2038、2471、5647、9794、21573、21574、21575、21576、25250、27942、30992、32625、34103、35926、36834、37530、37775、39325、46829,10499、13728、14595、19794、23498、27724、27813、28321、29968、30252、35159、35308、38347、38500、39453、40015、40274、41549、43096、43136、43171、43225、45728、45946、46596,179、851,,,600,3889,139、77
11847,190024,孙洋,副教授,材料学院,,,,第一性原理计算,3969、10916、17318、17319、17320、17321、17322、17323、17340、17356、17357、17358、21259,2680、2852、3172、3205、5463、5941、9380、9814、10698、51640,,,,,5999,68
11848,060077,付青,副教授,物理学院,动力与电气工程,电气工程,电力电子技术,新能源发电及电力电子系统控制,22353、22380、34961、42538、42542、42543、44639、44640、46566,8491、9349、9955、14946、15299、15533、15574、15798、18721、18832、19228、20362、20597、22873、23586、24160、24673、24739、26510、28727、29461、29788、30593、32134、32165、34912、35066、38478、39107、41274、41547、42291、43679,33、462、463、2595、2596、2819、3595、6073、6082、6349、6354、6360、6541,739、2467、3968、4074、4779、5588、6075、6786、6821、6832、8605、8991,278、2233、2234、2327、2328、2344,1388、1415、4253、4529、4992、5175,4247,66、65、69
11849,820818,刘东雄,主管技师,孙逸仙纪念医院,,,,无,,43879、43880,,,,,7737,51
11850,822164,范毅敏,主治医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,,29060、30387、43781,,,,,7738,51
11851,020086,黄霞,副教授,生命科学学院,,植物学,,植物生理与分子生物学,25330、30542、40359、40649、42277,7956、9479、13281、24863、28765、31381、32138、32704、32980、35564、38358、39510、41854、43613、43665、44385、44671、45639、45737、45742、46306、47253、47292、47442、47453、47769、48266、48760,304,,,,1183,111
11852,821482,向美焕,主管护师,孙逸仙纪念医院,,,,无,3547,9518、10464,,,,,829,51
11853,015012,朱志辉,助理研究员（社会科学）,党委组织部,,行政管理,,,,35806、45301,,4095、4979,,,7739,144
11854,175372,洪晓鹏,医师,附属第五医院,,,,无,3308,2426、9914、10294、10485、12522,,,,,5139,51
11855,199645,谢燕,副教授,保密管理办公室,,,,飞行器结构力学,23944、23946,52371,4868、5096,3616、4204、5124、5315、5319、5875、5907、6192、6246、6255、6795、8023、8849、9030,2112,,7740,146
11856,190313,张岐良,讲师（高校）,系统科学与工程学院,,,,飞机装配、长寿命连接,7910、45074,5539,1237、1563、2828、2829,1438、1439,,,7741,70
11857,200171,黄敏,副教授,数学学院（珠海）,,,,丛代数,18179、18182、18207,5929、7564、9411,,,,,7742,136
11858,200232,艾姝,讲师（高校）,历史学系,,,,中国近现代美术史,8296、8297、8298、9261、10375、10392、10394、10397、10399、10403、10411、10414、10418、10419、10421、46733、46734、46735、46736、46761、46762,3281、4307、49551,,97,992,,7743,83
11859,143539,苏东房,医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,22600、42080、42115、43738、43742、43752,20878、25242,,,,,880,51
11860,871124,罗光伟,副研究员（自然科学）,中山眼科中心,,,,无,151、3345,,,,,,3358,51
11861,110095,高杨,助理研究员（高教系列）,党委组织部,,,,,,,,,,,7744,144
11862,141059,廖丹,主管护师,附属第一医院,,,,手术麻醉中心,,,,,,,7745,51
11863,815126,陈幼娥,主管护师,附属第一医院,,,,高压氧科,,,,,,,7746,51
11864,040061,ZHANG RENDUO,教授,环境科学与工程学院,环境科学技术及资源科学技术,环境学,土壤环境学,土壤和水资源,2818、2819、21537、21538、21539、21540、22655、22656、22657、22658、22659、26664、35854、40729,946、996、2154、13072、15728、17147、18333、19525、19763、20047、20671、21336、21644、21740、25211、26306、27037、27328、29269、29362、29390、29603、29742、29942、30025、30569、32267、33535、33948、34689、35024、35324、35759、37080、37814、37955、39302、39764、41814、44492、44526、44628、50253、52006,643、644、852、853、854、855、2424、3347、3348、3349、3350、3351、3356、3560、3561,,,,800,86、87
