企业id,企业名称,统一社会信用代码,企业描述,注册资本,keywords,category_id
265,佛山大任城乡规划咨询有限公司,91440605MA51148P9G,"佛山大任城乡规划咨询有限公司成立于2017年11月15日，注册地位于佛山市南海区桂城天佑三路13号1座第三层303室之二(住所申报)，法定代表人为李强。经营范围包括一般项目:工程管理服务;规划设计管理;工程和技术研究和试验发展;软件开发;科技中介服务;信息系统集成服务;信息技术咨询服务;数据处理和存储支持服务;房地产咨询;房地产经纪;档案整理服务。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目:测绘服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)",50万(元),测绘服务|建筑设计|城市规划|软件开发|信息技术服务,53
266,佛山安亿纳米材料有限公司,9.14406E+17,佛山安亿纳米材料有限公司成立于2009年03月05日，注册地位于佛山三水工业园区大塘园清盈路10号F2-F4（住所申报），法定代表人为陈震东。经营范围包括一般项目：合成纤维制造；合成材料制造（不含危险化学品）；合成材料销售；密封用填料制造；密封用填料销售；非金属矿物制品制造；非金属矿及制品销售；化工产品生产（不含许可类化工产品）；工程塑料及合成树脂制造；工程塑料及合成树脂销售；基础化学原料制造（不含危险化学品等许可类化学品的制造）；塑料制品制造；塑料制品销售；农用薄膜销售；化肥销售；食用农产品零售；新鲜水果零售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（不涉及外商投资特别管理措施）佛山安亿纳米材料有限公司具有1处分支机构。,"2,750万(香港元)",塑料制品制造|合成材料制造|新鲜水果零售|非金属矿物制品制造|密封用填料制造|合成纤维制造|化工产品生产|塑料制品销售|农用薄膜销售|合成材料销售,61
267,佛山市三水佛水供水有限公司,9.14406E+17,佛山市三水佛水供水有限公司成立于1993年11月30日，注册地位于佛山市三水区云东海街道驿北路5号云东海碧桂广场一区一座101、201、202、13层-20层（住所申报，仅作办公场所使用），法定代表人为陈伟雄。经营范围包括许可项目：自来水生产与供应【分支机构经营】；建设工程施工；建设工程设计；检验检测服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工程技术服务（规划管理、勘察、设计、监理除外）；计量技术服务；气体、液体分离及纯净设备销售；供应用仪器仪表销售；五金产品批发；五金产品零售；机械设备销售；电气设备销售；家用电器销售；市政设施管理；住宅水电安装维护服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）佛山市三水佛水供水有限公司对外投资4家公司，具有5处分支机构。,"12,500万(元)",水资源|供水|建筑工程|检验测试|技术服务,80
268,佛山市三水区云东海街道经济发展有限公司,91440607707798597T,佛山市三水区云东海街道经济发展有限公司成立于1998年09月11日，注册地位于佛山市三水区云东海大道大学路云东海街道办事处205室（住所申报），法定代表人为蔡旺明。经营范围包括土地开发，基础设施的配套建设，市政公共设施管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)佛山市三水区云东海街道经济发展有限公司对外投资2家公司。,"5,500万(元)",土地开发|市政公共设施建设|外商投资|基础设施建设,53
269,佛山市三水区大塘污水处理有限公司,91440607752088543T,佛山市三水区大塘污水处理有限公司成立于2003年07月09日，注册地位于佛山市三水区大塘镇三水中心科技工业区大塘园A区13号（F1）（住所申报），法定代表人为姚颖。经营范围包括一般项目：污水处理及其再生利用；专用化学产品制造（不含危险化学品）；专用化学产品销售（不含危险化学品）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,500万(元),污水处理|再生利用|专用化学产品|销售|大塘污水处理厂,80
270,佛山市三水区康立泰无机合成材料有限公司,9144060773503122XD,佛山市三水区康立泰无机合成材料有限公司成立于2002年01月22日，注册地位于佛山市三水区乐平镇科勒大道10号（F1）、（F2）自编2号，法定代表人为张兵。经营范围包括一般项目：合成材料制造（不含危险化学品）；合成材料销售；卫生陶瓷制品制造；卫生陶瓷制品销售；特种陶瓷制品制造；特种陶瓷制品销售；建筑陶瓷制品加工制造；建筑陶瓷制品销售；卫生洁具制造；日用陶瓷制品制造；颜料制造；专用化学产品销售（不含危险化学品）；颜料销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：技术进出口；货物进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。,"2,000万(元)",特种陶瓷|无机合成材料|化工品|卫生陶瓷|建筑材料,61
271,佛山市三水嘉骏纺织染有限公司,91440607675194798K,佛山市三水嘉骏纺织染有限公司成立于2008年05月15日，注册地位于佛山市三水区工业园区大塘园A区15-3B号，法定代表人为曾荣。经营范围包括产销：棉纱浆染、牛仔坯布；批发、零售：纺织原材料、牛仔布、针织布、服装、化工原料（不含危险化学品）；经营和代理各类商品和技术的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),100万(元),染色|纺织品|化学|纺线|印染,97
272,佛山市三水日邦化工有限公司,91440600796240164H,"佛山市三水日邦化工有限公司成立于2006年12月18日，注册地位于佛山市三水区中心科技工业区大塘园A区32-3号(F1)-(F6)、(F7)(首、二层自编201-202、三层)、(F8)，法定代表人为朱立芳。经营范围包括生产销售工业用胶粘剂、处理剂、硬化剂、聚氨酯树脂、油墨、涂料以及环保热熔胶。(依法须经批准的项目,经相关部门批准后方可开展经营活动)〓","1,800万(香港元)",油墨|工业用胶粘剂|涂料|硬化剂|处理剂|聚氨酯树脂|环保热熔胶,90
273,佛山市三水海盛达道路材料有限公司,9.14406E+17,佛山市三水海盛达道路材料有限公司成立于2001年04月16日，注册地位于佛山市三水区白坭镇进港大道15号F2(住所申报），法定代表人为罗德良。经营范围包括一般项目：石油制品销售（不含危险化学品）；成品油仓储（不含危险化学品）；成品油批发（不含危险化学品）；金属结构销售；金属结构制造；交通及公共管理用金属标牌制造；交通及公共管理用标牌销售；非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：港口经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,500万(元),房地产出租|油品销售|标牌制造|油库储存|油品批发|金属结构销售,83
274,佛山市三水骏辉纺织印染有限公司,91440607663340583T,佛山市三水骏辉纺织印染有限公司成立于2007年06月13日，注册地位于佛山市三水区大塘镇清盈路25号（住所申报），法定代表人为陈海波。经营范围包括针织面料染整加工、销售；服装生产、加工、销售；纺织品、皮革制品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）(依法须经批准的项目，经相关部门批准后方可开展经营活动),"2,100万(元)",服装生产|针织面料|纺织品|染色处理|皮革制品,97
275,佛山市丰泽纺织有限公司,9.14406E+17,佛山市丰泽纺织有限公司成立于2012年08月13日，注册地位于佛山市三水工业园区大塘园开元路20号（住所申报），法定代表人为梁锦英。经营范围包括生产、加工、销售：纺织品及服装；纺织品印染、洗涤、定型加工。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动),860万(元),纺织品|定型|加工|印染|服装|洗衣,97
